taxon_id	parent_taxon_id	taxon_rank_id	epithet	author	year	code	vernacular_names	use_parentheses
1003781	2001226	14	Stephensia	Stainton	1858	urn:lsid:dyntaxa.se:Taxon:1003781		
1003782	2001226	14	Elachista	Treitschke	1833	urn:lsid:dyntaxa.se:Taxon:1003782		
1003783	2001227	14	Chrysoclista	Stainton	1854	urn:lsid:dyntaxa.se:Taxon:1003783		
1003784	2001227	14	Heinemannia	Wocke	1876	urn:lsid:dyntaxa.se:Taxon:1003784		
1003785	2001227	14	Blastodacna	Wocke	1876	urn:lsid:dyntaxa.se:Taxon:1003785		
1003786	2001227	14	Spuleria	Hofmann	1898	urn:lsid:dyntaxa.se:Taxon:1003786		
1003787	2001227	14	Dystebenna	Spuler	1910	urn:lsid:dyntaxa.se:Taxon:1003787		
1003813	2001228	14	Batrachedra	Herrich-Schäffer	1853	urn:lsid:dyntaxa.se:Taxon:1003813		
1003817	2001229	14	Mompha	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003817		
1003824	2001230	14	Sorhagenia	Spuler	1910	urn:lsid:dyntaxa.se:Taxon:1003824		
1003825	2001230	14	Pancalia	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003825		
1003826	2001230	14	Eteobalea	Hodges	1962	urn:lsid:dyntaxa.se:Taxon:1003826		
1003827	2001230	14	Limnaecia	Stainton	1851	urn:lsid:dyntaxa.se:Taxon:1003827		
1003828	2001230	14	Cosmopterix	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003828		
1003788	2001231	14	Scythris	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003788		
1003818	2001232	14	Blastobasis	Zeller	1855	urn:lsid:dyntaxa.se:Taxon:1003818		
1003819	2001232	14	Hypatopa	Walsingham	1907	urn:lsid:dyntaxa.se:Taxon:1003819		
1003821	2001233	14	Holcopogon	Staudinger	1879	urn:lsid:dyntaxa.se:Taxon:1003821		
1003814	2001234	14	Augasma	Herrich-Schäffer	1853	urn:lsid:dyntaxa.se:Taxon:1003814		
1003815	2001234	14	Metriotes	Herrich-Schäffer	1853	urn:lsid:dyntaxa.se:Taxon:1003815		
1003816	2001234	14	Coleophora	Hübner	1822	urn:lsid:dyntaxa.se:Taxon:1003816		
1003829	2001235	14	Apatetris	Staudinger	1879	urn:lsid:dyntaxa.se:Taxon:1003829		
1003830	2001235	14	Aristotelia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003830		
1003831	2001235	14	Chrysoesthia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003831		
1003832	2001235	14	Xystophora	Wocke	1876	urn:lsid:dyntaxa.se:Taxon:1003832		
1003833	2001235	14	Isophrictis	Meyrick	1917	urn:lsid:dyntaxa.se:Taxon:1003833		
1003834	2001235	14	Metzneria	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:1003834		
1003835	2001235	14	Apodia	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:1003835		
1003836	2001235	14	Ptocheuusa	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:1003836		
1003837	2001235	14	Psamathocrita	Meyrick	1925	urn:lsid:dyntaxa.se:Taxon:1003837		
1003838	2001235	14	Argolamprotes	Benander	1945	urn:lsid:dyntaxa.se:Taxon:1003838		
1003839	2001235	14	Monochroa	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:1003839		
1003840	2001235	14	Eulamprotes	Bradley	1971	urn:lsid:dyntaxa.se:Taxon:1003840		
1003841	2001235	14	Bryotropha	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:1003841		
1003842	2001235	14	Recurvaria	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:1003842		
1003843	2001235	14	Exoteleia	Wallengren	1881	urn:lsid:dyntaxa.se:Taxon:1003843		
1003844	2001235	14	Stenolechia	Meyrick	1894	urn:lsid:dyntaxa.se:Taxon:1003844		
1003845	2001235	14	Parachronistis	Meyrick	1925	urn:lsid:dyntaxa.se:Taxon:1003845		
1003846	2001235	14	Teleiodes	Sattler	1960	urn:lsid:dyntaxa.se:Taxon:1003846		
1003847	2001235	14	Carpatolechia	Capuse	1964	urn:lsid:dyntaxa.se:Taxon:1003847		
1003848	2001235	14	Pseudotelphusa	Janse	1958	urn:lsid:dyntaxa.se:Taxon:1003848		
1003849	2001235	14	Teleiopsis	Sattler	1960	urn:lsid:dyntaxa.se:Taxon:1003849		
1003850	2001235	14	Altenia	Sattler	1960	urn:lsid:dyntaxa.se:Taxon:1003850		
1003851	2001235	14	Gelechia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003851		
1003852	2001235	14	Psoricoptera	Stainton	1854	urn:lsid:dyntaxa.se:Taxon:1003852		
1003853	2001235	14	Mirificarma	Gozmany	1955	urn:lsid:dyntaxa.se:Taxon:1003853		
1003854	2001235	14	Chionodes	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003854		
1003855	2001235	14	Aroga	Busck	1914	urn:lsid:dyntaxa.se:Taxon:1003855		
1003856	2001235	14	Filatima	Busck	1939	urn:lsid:dyntaxa.se:Taxon:1003856		
1003857	2001235	14	Neofriseria	Sattler	1960	urn:lsid:dyntaxa.se:Taxon:1003857		
1003858	2001235	14	Prolita	Leraut	1993	urn:lsid:dyntaxa.se:Taxon:1003858		
1003859	2001235	14	Athrips	Billberg	1820	urn:lsid:dyntaxa.se:Taxon:1003859		
1003860	2001235	14	Gnorimoschema	Busck	1900	urn:lsid:dyntaxa.se:Taxon:1003860		
1003861	2001235	14	Scrobipalpopsis	Povolny	1967	urn:lsid:dyntaxa.se:Taxon:1003861		
1003862	2001235	14	Scrobipalpa	Janse	1951	urn:lsid:dyntaxa.se:Taxon:1003862		
1003863	2001235	14	Scrobipalpula	Povolny	1964	urn:lsid:dyntaxa.se:Taxon:1003863		
1003864	2001235	14	Klimeschiopsis	Povolny	1967	urn:lsid:dyntaxa.se:Taxon:1003864		
1003865	2001235	14	Caryocolum	Gregor & Povolny	1954	urn:lsid:dyntaxa.se:Taxon:1003865		
1003866	2001235	14	Sophronia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003866		
1003867	2001235	14	Stomopteryx	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:1003867		
1003868	2001235	14	Syncopacma	Meyrick	1925	urn:lsid:dyntaxa.se:Taxon:1003868		
1003869	2001235	14	Aproaerema	Durrant	1897	urn:lsid:dyntaxa.se:Taxon:1003869		
1003870	2001235	14	Anacampsis	Curtis	1827	urn:lsid:dyntaxa.se:Taxon:1003870		
1003871	2001235	14	Mesophleps	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003871		
1003872	2001235	14	Anarsia	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:1003872		
1003873	2001235	14	Hypatima	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003873		
1003874	2001235	14	Nothris	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003874		
1003875	2001235	14	Neofaculta	Gozmany	1955	urn:lsid:dyntaxa.se:Taxon:1003875		
1003876	2001235	14	Dichomeris	Hübner	1818	urn:lsid:dyntaxa.se:Taxon:1003876		
1003877	2001235	14	Brachmia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003877		
1003878	2001235	14	Helcystogramma	Zeller	1877	urn:lsid:dyntaxa.se:Taxon:1003878		
1003879	2001235	14	Acompsia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003879		
1003880	2001235	14	Pexicopia	Common	1958	urn:lsid:dyntaxa.se:Taxon:1003880		
1003881	2001235	14	Platyedra	Meyrick	1895	urn:lsid:dyntaxa.se:Taxon:1003881		
1003882	2001235	14	Thiotricha	Meyrick	1886	urn:lsid:dyntaxa.se:Taxon:1003882		
1004448	2001235	14	Phthorimaea	Meyrick	1902	urn:lsid:dyntaxa.se:Taxon:1004448		
1004449	2001235	14	Sitotroga	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:1004449		
1009415	2001235	14	Ornativalva	Gozmány	1955	urn:lsid:dyntaxa.se:Taxon:1009415		
6003471	2001235	14	Coleotechnites	Chambers	1880	urn:lsid:dyntaxa.se:Taxon:6003471		
1003895	2001236	14	Phtheochroa	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003895		
1003896	2001236	14	Cochylimorpha	Razowski	1959	urn:lsid:dyntaxa.se:Taxon:1003896		
1003897	2001236	14	Phalonidia	Le Marchand	1933	urn:lsid:dyntaxa.se:Taxon:1003897		
1003898	2001236	14	Gynnidomorpha	Turner	1916	urn:lsid:dyntaxa.se:Taxon:1003898		
1003899	2001236	14	Agapeta	Hübner	1822	urn:lsid:dyntaxa.se:Taxon:1003899		
1003900	2001236	14	Eupoecilia	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003900		
1003901	2001236	14	Aethes	Billberg	1820	urn:lsid:dyntaxa.se:Taxon:1003901		
1003902	2001236	14	Cochylidia	Obraztsov	1956	urn:lsid:dyntaxa.se:Taxon:1003902		
1003903	2001236	14	Cochylis	Treitschke	1829	urn:lsid:dyntaxa.se:Taxon:1003903		
1003904	2001236	14	Falseuncaria	Obratzov & Swatschek	1958	urn:lsid:dyntaxa.se:Taxon:1003904		
1003905	2001236	14	Spatalistis	Meyrick	1907	urn:lsid:dyntaxa.se:Taxon:1003905		
1003906	2001236	14	Tortrix	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:1003906		
1003907	2001236	14	Aleimma	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003907		
1003908	2001236	14	Acleris	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003908		
1003909	2001236	14	Xerocnephasia	Leraut	1979	urn:lsid:dyntaxa.se:Taxon:1003909		
1003910	2001236	14	Neosphaleroptera	Real	1953	urn:lsid:dyntaxa.se:Taxon:1003910		
1003911	2001236	14	Doloploca	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003911		
1003912	2001236	14	Exapate	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003912		
1003913	2001236	14	Tortricodes	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003913		
1003914	2001236	14	Eana	Billberg	1820	urn:lsid:dyntaxa.se:Taxon:1003914		
1003915	2001236	14	Cnephasia	Curtis	1826	urn:lsid:dyntaxa.se:Taxon:1003915		
1003916	2001236	14	Sparganothis	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003916		
1003917	2001236	14	Eulia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003917		
1003918	2001236	14	Pseudargyrotoza	Obraztsov	1954	urn:lsid:dyntaxa.se:Taxon:1003918		
1003919	2001236	14	Ditula	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003919		
1003920	2001236	14	Epagoge	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003920		
1003921	2001236	14	Paramesia	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003921		
1003922	2001236	14	Periclepsis	Bradley	1977	urn:lsid:dyntaxa.se:Taxon:1003922		
1003923	2001236	14	Philedone	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003923		
1003924	2001236	14	Capua	Stephens	1834	urn:lsid:dyntaxa.se:Taxon:1003924		
1003925	2001236	14	Philedonides	Obraztsov	1954	urn:lsid:dyntaxa.se:Taxon:1003925		
1003926	2001236	14	Archips	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003926		
1003927	2001236	14	Choristoneura	Lederer	1859	urn:lsid:dyntaxa.se:Taxon:1003927		
1003928	2001236	14	Argyrotaenia	Stephens	1852	urn:lsid:dyntaxa.se:Taxon:1003928		
1003929	2001236	14	Ptycholomoides	Obraztsov	1954	urn:lsid:dyntaxa.se:Taxon:1003929		
1003930	2001236	14	Ptycholoma	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003930		
1003931	2001236	14	Pandemis	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003931		
1003932	2001236	14	Syndemis	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003932		
1003933	2001236	14	Lozotaenia	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003933		
1003934	2001236	14	Aphelia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003934		
1003935	2001236	14	Dichelia	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003935		
1003936	2001236	14	Clepsis	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003936		
1003937	2001236	14	Adoxophyes	Meyrick	1881	urn:lsid:dyntaxa.se:Taxon:1003937		
1003938	2001236	14	Olindia	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003938		
1003939	2001236	14	Bactra	Stephens	1834	urn:lsid:dyntaxa.se:Taxon:1003939		
1003940	2001236	14	Endothenia	Stephens	1852	urn:lsid:dyntaxa.se:Taxon:1003940		
1003941	2001236	14	Eudemis	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003941		
1003942	2001236	14	Aterpia	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003942		
1003943	2001236	14	Selenodes	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003943		
1003944	2001236	14	Pseudosciaphila	Obraztsov	1966	urn:lsid:dyntaxa.se:Taxon:1003944		
1003945	2001236	14	Apotomis	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003945		
1003946	2001236	14	Orthotaenia	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003946		
1003947	2001236	14	Hedya	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003947		
1003948	2001236	14	Metendothenia	Diakonoff	1972	urn:lsid:dyntaxa.se:Taxon:1003948		
1003949	2001236	14	Celypha	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003949		
1003950	2001236	14	Phiaris	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003950		
1003951	2001236	14	Capricornia	Obraztsov	1960	urn:lsid:dyntaxa.se:Taxon:1003951		
1003952	2001236	14	Pristerognatha	Obraztsov	1960	urn:lsid:dyntaxa.se:Taxon:1003952		
1003953	2001236	14	Cymolomia	Lederer	1859	urn:lsid:dyntaxa.se:Taxon:1003953		
1003954	2001236	14	Argyroploce	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003954		
1003955	2001236	14	Stictea	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003955		
1003956	2001236	14	Olethreutes	Hübner	1822	urn:lsid:dyntaxa.se:Taxon:1003956		
1003957	2001236	14	Piniphila	Falkovitsh	1962	urn:lsid:dyntaxa.se:Taxon:1003957		
1003958	2001236	14	Pseudohermenias	Obraztsov	1960	urn:lsid:dyntaxa.se:Taxon:1003958		
1003959	2001236	14	Lobesia	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003959		
1003960	2001236	14	Eriopsela	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003960		
1003961	2001236	14	Thiodia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003961		
1003962	2001236	14	Rhopobota	Lederer	1859	urn:lsid:dyntaxa.se:Taxon:1003962		
1003963	2001236	14	Spilonota	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1003963		
1003964	2001236	14	Gibberifera	Obraztsov	1946	urn:lsid:dyntaxa.se:Taxon:1003964		
1003965	2001236	14	Epinotia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003965		
1003966	2001236	14	Zeiraphera	Treitschke	1829	urn:lsid:dyntaxa.se:Taxon:1003966		
1003967	2001236	14	Pelochrista	Lederer	1859	urn:lsid:dyntaxa.se:Taxon:1003967		
1003968	2001236	14	Eucosma	Hübner	1823	urn:lsid:dyntaxa.se:Taxon:1003968		
1003969	2001236	14	Gypsonoma	Meyrick	1895	urn:lsid:dyntaxa.se:Taxon:1003969		
1003970	2001236	14	Epiblema	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003970		
1003971	2001236	14	Notocelia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003971		
1003972	2001236	14	Pseudococcyx	Swatschek	1958	urn:lsid:dyntaxa.se:Taxon:1003972		
1003973	2001236	14	Retinia	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003973		
1003974	2001236	14	Rhyacionia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003974		
1003975	2001236	14	Eucosmomorpha	Obraztsov	1951	urn:lsid:dyntaxa.se:Taxon:1003975		
1003976	2001236	14	Enarmonia	Hübner	1826	urn:lsid:dyntaxa.se:Taxon:1003976		
1003977	2001236	14	Ancylis	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003977		
1003978	2001236	14	Cydia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003978	borrvecklare:swe	
1003979	2001236	14	Lathronympha	Meyrick	1926	urn:lsid:dyntaxa.se:Taxon:1003979		
1003980	2001236	14	Pammene	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003980		
1003981	2001236	14	Strophedra	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:1003981		
1003982	2001236	14	Dichrorampha	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1003982		
1004451	2001236	14	Selania	Stephens	1834	urn:lsid:dyntaxa.se:Taxon:1004451		
1004452	2001236	14	Cryptophlebia	Walsingham	1899	urn:lsid:dyntaxa.se:Taxon:1004452		
1013846	2001236	14	Gravitarmata	Obraztsov	1946	urn:lsid:dyntaxa.se:Taxon:1013846		
6003432	2001236	14	Clavigesta	Obraztsov	1946	urn:lsid:dyntaxa.se:Taxon:6003432		
6003437	2001236	14	Epiphyas	Turner	1927	urn:lsid:dyntaxa.se:Taxon:6003437		
1003891	2001237	14	Cossus	Fabricius	1793	urn:lsid:dyntaxa.se:Taxon:1003891		
1003892	2001237	14	Lamellocossus	Daniel	1956	urn:lsid:dyntaxa.se:Taxon:1003892		
1003893	2001237	14	Zeuzera	Latreille	1804	urn:lsid:dyntaxa.se:Taxon:1003893		
1003894	2001237	14	Phragmataecia	Newman	1850	urn:lsid:dyntaxa.se:Taxon:1003894		
1003883	2001238	14	Apoda	Haworth	1809	urn:lsid:dyntaxa.se:Taxon:1003883		
1003884	2001238	14	Heterogenea	Knoch	1783	urn:lsid:dyntaxa.se:Taxon:1003884		
1004450	2001238	14	Phobetron	Hübner	1816	urn:lsid:dyntaxa.se:Taxon:1004450		
1003983	2001240	14	Anthophila	Haworth	1811	urn:lsid:dyntaxa.se:Taxon:1003983		
1003984	2001240	14	Prochoreutis	Diakonoff & Heppner	1980	urn:lsid:dyntaxa.se:Taxon:1003984		
1003985	2001240	14	Tebenna	Billberg	1820	urn:lsid:dyntaxa.se:Taxon:1003985		
1003986	2001240	14	Choreutis	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003986		
1003885	2001241	14	Pennisetia	Dehne	1850	urn:lsid:dyntaxa.se:Taxon:1003885		
1003886	2001241	14	Sesia	Fabricius	1775	urn:lsid:dyntaxa.se:Taxon:1003886		
1003887	2001241	14	Paranthrene	Hübner	1819	urn:lsid:dyntaxa.se:Taxon:1003887		
1003888	2001241	14	Synanthedon	Hübner	1819	urn:lsid:dyntaxa.se:Taxon:1003888		
1003889	2001241	14	Bembecia	Hübner	1819	urn:lsid:dyntaxa.se:Taxon:1003889		
1003890	2001241	14	Pyropteron	Newman	1832	urn:lsid:dyntaxa.se:Taxon:1003890		
1003988	2001242	14	Schreckensteinia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003988		
1003989	2001243	14	Phaulernis	Meyrick	1895	urn:lsid:dyntaxa.se:Taxon:1003989		
1003990	2001243	14	Epermenia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003990		
1003991	2001245	14	Alucita	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:1003991		
1003992	2001245	14	Pterotopteryx	Hannemann	1959	urn:lsid:dyntaxa.se:Taxon:1003992		
1003993	2001246	14	Platyptilia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003993		
1003994	2001246	14	Gillmeria	Tutt	1905	urn:lsid:dyntaxa.se:Taxon:1003994		
1003995	2001246	14	Amblyptilia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003995		
1003996	2001246	14	Stenoptilia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1003996		
1003997	2001246	14	Buszkoiana	Kocak	1981	urn:lsid:dyntaxa.se:Taxon:1003997		
1003998	2001246	14	Cnaemidophorus	Wallengren	1862	urn:lsid:dyntaxa.se:Taxon:1003998		
1003999	2001246	14	Marasmarcha	Meyrick	1886	urn:lsid:dyntaxa.se:Taxon:1003999		
1004000	2001246	14	Geina	Tutt	1907	urn:lsid:dyntaxa.se:Taxon:1004000		
1004001	2001246	14	Buckleria	Tutt	1905	urn:lsid:dyntaxa.se:Taxon:1004001		
1004002	2001246	14	Oxyptilus	Zeller	1841	urn:lsid:dyntaxa.se:Taxon:1004002		
1004003	2001246	14	Crombrugghia	Tutt	1907	urn:lsid:dyntaxa.se:Taxon:1004003		
1004004	2001246	14	Pselnophorus	Wallengren	1881	urn:lsid:dyntaxa.se:Taxon:1004004		
1004005	2001246	14	Hellinsia	Tutt	1905	urn:lsid:dyntaxa.se:Taxon:1004005		
1004006	2001246	14	Oidaematophorus	Wallengren	1862	urn:lsid:dyntaxa.se:Taxon:1004006		
1004007	2001246	14	Emmelina	Tutt	1905	urn:lsid:dyntaxa.se:Taxon:1004007		
1004008	2001246	14	Adaina	Tutt	1905	urn:lsid:dyntaxa.se:Taxon:1004008		
1004009	2001246	14	Porittia	Tutt	1905	urn:lsid:dyntaxa.se:Taxon:1004009		
1004010	2001246	14	Calyciphora	Kasy	1960	urn:lsid:dyntaxa.se:Taxon:1004010		
1004011	2001246	14	Merrifieldia	Tutt	1905	urn:lsid:dyntaxa.se:Taxon:1004011		
1004012	2001246	14	Pterophorus	Schäffer	1766	urn:lsid:dyntaxa.se:Taxon:1004012		
1004013	2001247	14	Aphomia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004013		
1004014	2001247	14	Achroia	Hübner	1819	urn:lsid:dyntaxa.se:Taxon:1004014		
1004015	2001247	14	Galleria	Fabricius	1798	urn:lsid:dyntaxa.se:Taxon:1004015		
1004016	2001247	14	Synaphe	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004016		
1004017	2001247	14	Pyralis	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:1004017		
1004018	2001247	14	Aglossa	Latreille	1796	urn:lsid:dyntaxa.se:Taxon:1004018		
1004019	2001247	14	Hypsopygia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004019		
1004020	2001247	14	Orthopygia	Ragonot	1890	urn:lsid:dyntaxa.se:Taxon:1004020		
1004021	2001247	14	Endotricha	Zeller	1847	urn:lsid:dyntaxa.se:Taxon:1004021		
1004022	2001247	14	Cryptoblabes	Zeller	1848	urn:lsid:dyntaxa.se:Taxon:1004022		
1004023	2001247	14	Elegia	Ragonot	1887	urn:lsid:dyntaxa.se:Taxon:1004023		
1004024	2001247	14	Ortholepis	Ragonot	1887	urn:lsid:dyntaxa.se:Taxon:1004024		
1004025	2001247	14	Pyla	Grote	1882	urn:lsid:dyntaxa.se:Taxon:1004025		
1004026	2001247	14	Pempeliella	Caradja	1916	urn:lsid:dyntaxa.se:Taxon:1004026		
1004027	2001247	14	Catastia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004027		
1004028	2001247	14	Polopeustis	Ragonot	1893	urn:lsid:dyntaxa.se:Taxon:1004028		
1004029	2001247	14	Khorassania	Amsel	1951	urn:lsid:dyntaxa.se:Taxon:1004029		
1004030	2001247	14	Sciota	Hulst	1888	urn:lsid:dyntaxa.se:Taxon:1004030		
1004031	2001247	14	Selagia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004031		
1004032	2001247	14	Pima	Hulst	1888	urn:lsid:dyntaxa.se:Taxon:1004032		
1004033	2001247	14	Etiella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:1004033		
1004034	2001247	14	Oncocera	Stephens	1829	urn:lsid:dyntaxa.se:Taxon:1004034		
1004035	2001247	14	Pempelia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004035		
1004036	2001247	14	Dioryctria	Zeller	1846	urn:lsid:dyntaxa.se:Taxon:1004036		
1004037	2001247	14	Phycita	Curtis	1828	urn:lsid:dyntaxa.se:Taxon:1004037		
1004038	2001247	14	Hypochalcia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004038		
1004039	2001247	14	Nephopterix	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004039		
1004040	2001247	14	Conobathra	Meyrick	1886	urn:lsid:dyntaxa.se:Taxon:1004040		
1004041	2001247	14	Trachycera	Ragonot	1893	urn:lsid:dyntaxa.se:Taxon:1004041		
1004042	2001247	14	Acrobasis	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:1004042		
1004043	2001247	14	Apomyelois	Heinrich	1956	urn:lsid:dyntaxa.se:Taxon:1004043		
1004044	2001247	14	Myelois	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004044		
1004045	2001247	14	Zophodia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004045		
1004046	2001247	14	Assara	Walker	1863	urn:lsid:dyntaxa.se:Taxon:1004046		
1004047	2001247	14	Euzophera	Zeller	1867	urn:lsid:dyntaxa.se:Taxon:1004047		
1004048	2001247	14	Nyctegretis	Zeller	1848	urn:lsid:dyntaxa.se:Taxon:1004048		
1004049	2001247	14	Homoeosoma	Curtis	1833	urn:lsid:dyntaxa.se:Taxon:1004049		
1004050	2001247	14	Phycitodes	Hampson	1917	urn:lsid:dyntaxa.se:Taxon:1004050		
1004051	2001247	14	Vitula	Ragonot	1887	urn:lsid:dyntaxa.se:Taxon:1004051		
1004052	2001247	14	Plodia	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1004052		
1004053	2001247	14	Ephestia	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1004053		
1004054	2001247	14	Cadra	Walker	1864	urn:lsid:dyntaxa.se:Taxon:1004054		
1004055	2001247	14	Anerastia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004055		
1004056	2001247	14	Scoparia	Haworth	1811	urn:lsid:dyntaxa.se:Taxon:1004056		
1004057	2001247	14	Gesneria	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004057		
1004058	2001247	14	Dipleurina	Chapman	1912	urn:lsid:dyntaxa.se:Taxon:1004058		
1004059	2001247	14	Eudonia	Billberg	1820	urn:lsid:dyntaxa.se:Taxon:1004059		
1004060	2001247	14	Witlesia	Chapman	1912	urn:lsid:dyntaxa.se:Taxon:1004060		
1004061	2001247	14	Heliothela	Guenée	1854	urn:lsid:dyntaxa.se:Taxon:1004061		
1004062	2001247	14	Euchromius	Guenée	1845	urn:lsid:dyntaxa.se:Taxon:1004062		
1004063	2001247	14	Chilo	Zincken	1817	urn:lsid:dyntaxa.se:Taxon:1004063		
1004064	2001247	14	Calamotropha	Zeller	1863	urn:lsid:dyntaxa.se:Taxon:1004064		
1004065	2001247	14	Chrysoteuchia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004065		
1004066	2001247	14	Crambus	Fabricius	1798	urn:lsid:dyntaxa.se:Taxon:1004066		
1004067	2001247	14	Agriphila	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004067		
1004068	2001247	14	Catoptria	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004068		
1004069	2001247	14	Thisanotia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004069		
1004070	2001247	14	Pediasia	Hübner	1825	urn:lsid:dyntaxa.se:Taxon:1004070		
