"ids","pids"
215708,1004207
1004207,6004047
215776,1004237
1004237,6004047
6004047,6004045
215769,1004234
215770,1004234
1004234,6004048
6004048,6004045
215709,1004208
215710,1004208
215711,1004208
215712,1004208
215713,1004208
1004208,6004049
215714,1004209
1004209,6004049
215715,1004210
215716,1004210
1004210,6004049
215717,1004211
1004211,6004049
215718,1004212
1004212,6004049
215761,1004230
1004230,6004049
6004049,6004045
215744,6004051
6004051,6004050
215719,1004213
215720,1004213
1004213,6004050
215721,1004214
1004214,6004050
215722,1004215
215723,1004215
215724,1004215
215725,1004215
215726,1004215
215727,1004215
1004215,6004050
100881,1004216
215728,1004216
1004216,6004050
215730,1004217
215731,1004217
215732,1004217
215733,1004217
215734,1004217
215735,1004217
1004217,6004050
215736,1004218
1004218,6004050
215737,1004219
1004219,6004050
215738,1004220
1004220,6004050
215744,1004221
215739,1004221
215740,1004221
215741,1004221
215742,1004221
215743,1004221
1004221,6004050
100966,1004222
1004222,6004050
215746,1004223
1004223,6004050
100699,1004224
215748,1004224
215749,1004224
215750,1004224
1004224,6004050
215730,1009923
215732,1009923
215733,1009923
215734,1009923
215735,1009923
1009923,6004050
6004050,6004045
215751,1004225
215752,1004225
215753,1004225
1004225,6004052
6004052,6004045
215767,1004233
215768,1004233
1004233,6004053
6004053,6004045
101508,1004229
1004229,6004054
215762,1004231
215763,1004231
215764,1004231
215765,1004231
1004231,6004054
215766,1004232
1004232,6004054
6004054,6004045
215754,1004226
1004226,6004055
6002718,1004227
101081,1004227
101082,1004227
215755,1004227
215756,1004227
1004227,6004055
215759,1004228
1004228,6004055
215847,1004244
1004244,6004055
6004055,6004045
215771,1004235
215772,1004235
215773,1004235
1004235,6004056
215774,1004236
215775,1004236
1004236,6004056
101261,1004260
1004260,6004056
6004056,6004045
215859,1004252
1004252,6004057
215860,1004253
215861,1004253
1004253,6004057
101091,1004254
215862,1004254
1004254,6004057
215857,1013566
215858,1013566
1013566,6004057
6004057,6004045
101532,6004059
6004059,6004058
215777,6004060
6004060,6004058
215786,6004061
215788,6004061
6004061,6004058
101532,1004238
215777,1004238
215786,1004238
215788,1004238
101530,1004238
101531,1004238
215778,1004238
215779,1004238
215782,1004238
215783,1004238
215784,1004238
215785,1004238
1004238,6004058
6004058,6004045
100453,1004239
1004239,6004062
6004062,6004045
100944,1004240
6004751,1004240
100945,1004240
100946,1004240
100947,1004240
100948,1004240
100949,1004240
102441,1004240
215790,1004240
215791,1004240
215792,1004240
215794,1004240
215795,1004240
215796,1004240
215797,1004240
215798,1004240
215799,1004240
215801,1004240
215804,1004240
215806,1004240
215807,1004240
215809,1004240
215810,1004240
215811,1004240
215812,1004240
215813,1004240
215814,1004240
215815,1004240
215816,1004240
215817,1004240
215818,1004240
215819,1004240
215820,1004240
215821,1004240
215822,1004240
215823,1004240
215825,1004240
215826,1004240
215827,1004240
215828,1004240
215829,1004240
215830,1004240
215831,1004240
215832,1004240
215833,1004240
215834,1004240
215835,1004240
215836,1004240
215837,1004240
215838,1004240
215839,1004240
215840,1004240
215841,1004240
233649,1004240
1004240,6004063
215842,1004241
1004241,6004063
215843,1004242
1004242,6004063
215844,1004243
215845,1004243
215846,1004243
1004243,6004063
6004063,6004045
100611,1004245
100612,1004245
1004245,6004064
215850,1004246
1004246,6004064
215851,1004247
215852,1004247
215853,1004247
1004247,6004064
215854,1004248
1004248,6004064
101222,1004249
101223,1004249
1004249,6004064
6004064,6004045
215864,1004255
1004255,6004065
101925,1004256
215866,1004256
1004256,6004065
215867,1004257
1004257,6004065
101409,1004258
1004258,6004065
100156,1004259
215869,1004259
1004259,6004065
6004065,6004045
6004045,2001249
215683,1004200
1004200,2001249
101753,1004201
101754,1004201
215684,1004201
1004201,2001249
215687,1004202
215688,1004202
1004202,2001249
101978,1004203
215690,1004203
215691,1004203
215692,1004203
215693,1004203
215694,1004203
215695,1004203
215696,1004203
215697,1004203
215698,1004203
1004203,2001249
100562,1004204
215700,1004204
1004204,2001249
100909,1004205
215701,1004205
215703,1004205
215704,1004205
215705,1004205
215706,1004205
1004205,2001249
100723,1004206
1004206,2001249
215708,1004207
1004207,2001249
215776,1004237
1004237,2001249
215769,1004234
215770,1004234
1004234,2001249
215709,1004208
215710,1004208
215711,1004208
215712,1004208
215713,1004208
1004208,2001249
215714,1004209
1004209,2001249
215715,1004210
215716,1004210
1004210,2001249
215717,1004211
1004211,2001249
215718,1004212
1004212,2001249
215761,1004230
1004230,2001249
215719,1004213
215720,1004213
1004213,2001249
215721,1004214
1004214,2001249
215722,1004215
215723,1004215
215724,1004215
215725,1004215
215726,1004215
215727,1004215
1004215,2001249
100881,1004216
215728,1004216
1004216,2001249
215730,1004217
215731,1004217
215732,1004217
215733,1004217
215734,1004217
215735,1004217
1004217,2001249
215736,1004218
1004218,2001249
215737,1004219
1004219,2001249
215738,1004220
1004220,2001249
215744,1004221
215739,1004221
215740,1004221
215741,1004221
215742,1004221
215743,1004221
1004221,2001249
100966,1004222
1004222,2001249
215746,1004223
1004223,2001249
100699,1004224
215748,1004224
215749,1004224
215750,1004224
1004224,2001249
215730,1009923
215732,1009923
215733,1009923
215734,1009923
215735,1009923
1009923,2001249
215751,1004225
215752,1004225
215753,1004225
1004225,2001249
215767,1004233
215768,1004233
1004233,2001249
101508,1004229
1004229,2001249
215762,1004231
215763,1004231
215764,1004231
215765,1004231
1004231,2001249
215766,1004232
1004232,2001249
215754,1004226
1004226,2001249
6002718,1004227
101081,1004227
101082,1004227
215755,1004227
215756,1004227
1004227,2001249
215759,1004228
1004228,2001249
215847,1004244
1004244,2001249
215771,1004235
215772,1004235
215773,1004235
1004235,2001249
215774,1004236
215775,1004236
1004236,2001249
101261,1004260
1004260,2001249
215859,1004252
1004252,2001249
215860,1004253
215861,1004253
1004253,2001249
101091,1004254
215862,1004254
1004254,2001249
215857,1013566
215858,1013566
1013566,2001249
101532,1004238
215777,1004238
215786,1004238
215788,1004238
101530,1004238
101531,1004238
215778,1004238
215779,1004238
215782,1004238
215783,1004238
215784,1004238
215785,1004238
1004238,2001249
100453,1004239
1004239,2001249
100944,1004240
6004751,1004240
100945,1004240
100946,1004240
100947,1004240
100948,1004240
100949,1004240
102441,1004240
215790,1004240
215791,1004240
215792,1004240
215794,1004240
215795,1004240
215796,1004240
215797,1004240
215798,1004240
215799,1004240
215801,1004240
215804,1004240
215806,1004240
215807,1004240
215809,1004240
215810,1004240
215811,1004240
215812,1004240
215813,1004240
215814,1004240
215815,1004240
215816,1004240
215817,1004240
215818,1004240
215819,1004240
215820,1004240
215821,1004240
215822,1004240
215823,1004240
215825,1004240
215826,1004240
215827,1004240
215828,1004240
215829,1004240
215830,1004240
215831,1004240
215832,1004240
215833,1004240
215834,1004240
215835,1004240
215836,1004240
215837,1004240
215838,1004240
215839,1004240
215840,1004240
215841,1004240
233649,1004240
1004240,2001249
215842,1004241
1004241,2001249
215843,1004242
1004242,2001249
215844,1004243
215845,1004243
215846,1004243
1004243,2001249
100611,1004245
100612,1004245
1004245,2001249
215850,1004246
1004246,2001249
215851,1004247
215852,1004247
215853,1004247
1004247,2001249
215854,1004248
1004248,2001249
101222,1004249
101223,1004249
1004249,2001249
215864,1004255
1004255,2001249
101925,1004256
215866,1004256
1004256,2001249
215867,1004257
1004257,2001249
101409,1004258
1004258,2001249
100156,1004259
215869,1004259
1004259,2001249
215541,1004126
215542,1004126
1004126,6004076
6004076,2001249
215541,1004126
215542,1004126
1004126,2001249
215578,1004144
1004144,6004078
6004078,6004077
215559,1004133
1004133,6004079
215561,1004135
215562,1004135
1004135,6004079
101496,1004136
1004136,6004079
6004079,6004077
215580,1004146
1004146,6004080
6004080,6004077
215564,1004137
1004137,6004081
215565,1004138
215566,1004138
1004138,6004081
215567,1004139
1004139,6004081
101127,1004140
1004140,6004081
6004081,6004077
215582,1004148
1004148,6004082
6004082,6004077
215569,1004141
1004141,6004083
215570,1004142
215571,1004142
215572,1004142
215573,1004142
215574,1004142
1004142,6004083
215575,1004143
215576,1004143
215577,1004143
1004143,6004083
215579,1004145
1004145,6004083
215629,1004183
1004183,6004083
6004083,6004077
215543,6002721
6002721,1004127
215543,1004127
215544,6002722
6002722,1004127
215544,1004127
1004127,6004084
101210,1004129
1004129,6004084
6004084,6004077
215545,1004128
215546,1004128
1004128,6004085
6004085,6004077
6002720,6002719
6002719,6004086
215548,1004130
215558,1004130
215549,1004130
215550,1004130
215551,1004130
215552,1004130
215553,1004130
215554,1004130
215555,1004130
215556,1004130
1004130,6004086
215557,1004131
1004131,6004086
6004086,6004077
215581,1004147
1004147,6004087
6004087,6004077
215613,1004169
1004169,6004088
6004088,6004077
215595,1004155
215596,1004155
1004155,6004089
215597,1004156
1004156,6004089
215598,1004157
1004157,6004089
215599,1004158
1004158,6004089
100230,1004159
215600,1004159
1004159,6004089
215602,1004160
1004160,6004089
215603,1004161
215604,1004161
1004161,6004089
215605,1004162
1004162,6004089
100978,1004163
1004163,6004089
215607,1004164
236323,1004164
1004164,6004089
215609,1004165
1004165,6004089
215610,1004166
1004166,6004089
215611,1004167
1004167,6004089
215612,1004168
1004168,6004089
6004089,6004077
215583,1004149
1004149,6004090
215584,1004150
1004150,6004090
101249,1004151
215585,1004151
215586,1004151
215588,1004151
1004151,6004090
215589,1004152
215590,1004152
1004152,6004090
215591,1004153
215592,1004153
215593,1004153
1004153,6004090
215594,1004154
1004154,6004090
6004090,6004077
215622,1004176
1004176,6004091
215623,1004177
1004177,6004091
215624,1004178
1004178,6004091
215625,1004179
1004179,6004091
215626,1004180
1004180,6004091
6004091,6004077
100876,1004181
1004181,6004092
215628,1004182
1004182,6004092
6004092,6004077
215560,1004134
1004134,6004093
6004093,6004077
215620,1004174
1004174,6004094
215621,1004175
1004175,6004094
6004094,6004077
215614,1004170
215615,1004170
1004170,6004095
6004095,6004077
215616,1004171
215617,1004171
1004171,6004096
215618,1004172
1004172,6004096
6004096,6004077
215619,1004173
1004173,6004097
6004097,6004077
215630,1004184
1004184,6004098
6004098,6004077
6004077,2001249
215578,1004144
1004144,2001249
215559,1004133
1004133,2001249
215561,1004135
215562,1004135
1004135,2001249
101496,1004136
1004136,2001249
215580,1004146
1004146,2001249
215564,1004137
1004137,2001249
215565,1004138
215566,1004138
1004138,2001249
215567,1004139
1004139,2001249
101127,1004140
1004140,2001249
215582,1004148
1004148,2001249
215569,1004141
1004141,2001249
215570,1004142
215571,1004142
215572,1004142
215573,1004142
215574,1004142
1004142,2001249
215575,1004143
215576,1004143
215577,1004143
1004143,2001249
215579,1004145
1004145,2001249
215629,1004183
1004183,2001249
215543,6002721
6002721,1004127
215543,1004127
215544,6002722
6002722,1004127
215544,1004127
1004127,2001249
101210,1004129
1004129,2001249
215545,1004128
215546,1004128
1004128,2001249
6002720,6002719
6002719,2001249
215548,1004130
215558,1004130
215549,1004130
215550,1004130
215551,1004130
215552,1004130
215553,1004130
215554,1004130
215555,1004130
215556,1004130
1004130,2001249
215557,1004131
1004131,2001249
215581,1004147
1004147,2001249
215613,1004169
1004169,2001249
215595,1004155
215596,1004155
1004155,2001249
215597,1004156
1004156,2001249
215598,1004157
1004157,2001249
215599,1004158
1004158,2001249
100230,1004159
215600,1004159
1004159,2001249
215602,1004160
1004160,2001249
215603,1004161
215604,1004161
1004161,2001249
215605,1004162
1004162,2001249
100978,1004163
1004163,2001249
215607,1004164
236323,1004164
1004164,2001249
215609,1004165
1004165,2001249
215610,1004166
1004166,2001249
215611,1004167
1004167,2001249
215612,1004168
1004168,2001249
215583,1004149
1004149,2001249
215584,1004150
1004150,2001249
101249,1004151
215585,1004151
215586,1004151
215588,1004151
1004151,2001249
215589,1004152
215590,1004152
1004152,2001249
215591,1004153
215592,1004153
215593,1004153
1004153,2001249
215594,1004154
1004154,2001249
215622,1004176
1004176,2001249
215623,1004177
1004177,2001249
215624,1004178
1004178,2001249
215625,1004179
1004179,2001249
215626,1004180
1004180,2001249
100876,1004181
1004181,2001249
215628,1004182
1004182,2001249
215560,1004134
1004134,2001249
215620,1004174
1004174,2001249
215621,1004175
1004175,2001249
215614,1004170
215615,1004170
1004170,2001249
215616,1004171
215617,1004171
1004171,2001249
215618,1004172
1004172,2001249
215619,1004173
1004173,2001249
215630,1004184
1004184,2001249
6004069,6004068
6004068,6004067
101653,1004185
1004185,6004067
6004067,6004066
215632,1004186
1004186,6004070
6004070,6004066
215633,1004187
1004187,6004071
232937,1008611
1008611,6004071
6004071,6004066
215634,1004188
1004188,6004072
215635,1004189
1004189,6004072
6004072,6004066
215636,1004190
1004190,6004073
6004073,6004066
101061,1004191
1004191,6004074
6004074,6004066
215638,1004192
215639,1004192
1004192,6004075
6004075,6004066
6004066,2001249
101653,1004185
1004185,2001249
215632,1004186
1004186,2001249
215633,1004187
1004187,2001249
232937,1008611
1008611,2001249
215634,1004188
1004188,2001249
215635,1004189
1004189,2001249
215636,1004190
1004190,2001249
101061,1004191
1004191,2001249
215638,1004192
215639,1004192
1004192,2001249
2001249,6004036
6004036,3000188
215857,1004250
1004250,2001249
215857,1004251
215858,1004251
1004251,2001249
215558,1004132
1004132,2001249
101749,1004195
101750,1004195
101751,1004195
215650,1004195
215651,1004195
215652,1004195
215655,1004195
215656,1004195
215658,1004195
215659,1004195
215660,1004195
215661,1004195
215662,1004195
215663,1004195
1004195,6004038
6004038,6004037
215679,1004196
250436,1004196
101133,1004196
101134,1004196
215664,1004196
215665,1004196
215666,1004196
215667,1004196
215668,1004196
215670,1004196
215671,1004196
215672,1004196
215673,1004196
215674,1004196
215676,1004196
215677,1004196
215678,1004196
216343,1004196
250447,1004196
1004196,6004039
6004039,6004037
215680,1004197
1004197,6004040
6004040,6004037
215648,1004194
215649,1004194
253845,1004194
1004194,6004041
6004041,6004037
100774,1004193
215640,1004193
215641,1004193
215642,1004193
215643,1004193
215645,1004193
215646,1004193
215647,1004193
1004193,6004042
6004042,6004037
215681,1004198
1004198,6004043
6004043,6004037
101256,1004199
232938,1004199
1004199,6004044
6004044,6004037
6004037,2001249
101749,1004195
101750,1004195
101751,1004195
215650,1004195
215651,1004195
215652,1004195
215655,1004195
215656,1004195
215658,1004195
215659,1004195
215660,1004195
215661,1004195
215662,1004195
215663,1004195
1004195,2001249
215679,1004196
250436,1004196
101133,1004196
101134,1004196
215664,1004196
215665,1004196
215666,1004196
215667,1004196
215668,1004196
215670,1004196
215671,1004196
215672,1004196
215673,1004196
215674,1004196
215676,1004196
215677,1004196
215678,1004196
216343,1004196
250447,1004196
1004196,2001249
215680,1004197
1004197,2001249
215648,1004194
215649,1004194
253845,1004194
1004194,2001249
100774,1004193
215640,1004193
215641,1004193
215642,1004193
215643,1004193
215645,1004193
215646,1004193
215647,1004193
1004193,2001249
215681,1004198
1004198,2001249
101256,1004199
232938,1004199
1004199,2001249
215683,1004200
1004200,6004046
6004046,6004045
101753,1004201
101754,1004201
215684,1004201
1004201,6004047
215687,1004202
215688,1004202
1004202,6004047
101978,1004203
215690,1004203
215691,1004203
215692,1004203
215693,1004203
215694,1004203
215695,1004203
215696,1004203
215697,1004203
215698,1004203
1004203,6004047
100562,1004204
215700,1004204
1004204,6004047
100909,1004205
215701,1004205
215703,1004205
215704,1004205
215705,1004205
215706,1004205
1004205,6004047
100723,1004206
1004206,6004047
215708,1004207
1004207,6004047
215776,1004237
1004237,6004047
6004047,6004045
215769,1004234
215770,1004234
1004234,6004048
6004048,6004045
215709,1004208
215710,1004208
215711,1004208
215712,1004208
215713,1004208
1004208,6004049
215714,1004209
1004209,6004049
215715,1004210
215716,1004210
1004210,6004049
215717,1004211
1004211,6004049
215718,1004212
1004212,6004049
215761,1004230
1004230,6004049
6004049,6004045
215744,6004051
6004051,6004050
215719,1004213
215720,1004213
1004213,6004050
215721,1004214
1004214,6004050
215722,1004215
215723,1004215
215724,1004215
215725,1004215
215726,1004215
215727,1004215
1004215,6004050
100881,1004216
215728,1004216
1004216,6004050
215730,1004217
215731,1004217
215732,1004217
215733,1004217
215734,1004217
215735,1004217
1004217,6004050
215736,1004218
1004218,6004050
215737,1004219
1004219,6004050
215738,1004220
1004220,6004050
215744,1004221
215739,1004221
215740,1004221
215741,1004221
215742,1004221
215743,1004221
1004221,6004050
100966,1004222
1004222,6004050
215746,1004223
1004223,6004050
100699,1004224
215748,1004224
215749,1004224
215750,1004224
1004224,6004050
215730,1009923
215732,1009923
215733,1009923
215734,1009923
215735,1009923
1009923,6004050
6004050,6004045
215751,1004225
215752,1004225
215753,1004225
1004225,6004052
6004052,6004045
215767,1004233
215768,1004233
1004233,6004053
6004053,6004045
101508,1004229
1004229,6004054
215762,1004231
215763,1004231
215764,1004231
215765,1004231
1004231,6004054
215766,1004232
1004232,6004054
6004054,6004045
215754,1004226
1004226,6004055
6002718,1004227
101081,1004227
101082,1004227
215755,1004227
215756,1004227
1004227,6004055
215759,1004228
1004228,6004055
215847,1004244
1004244,6004055
6004055,6004045
215771,1004235
215772,1004235
215773,1004235
1004235,6004056
215774,1004236
215775,1004236
1004236,6004056
101261,1004260
1004260,6004056
6004056,6004045
215859,1004252
1004252,6004057
215860,1004253
215861,1004253
1004253,6004057
101091,1004254
215862,1004254
1004254,6004057
215857,1013566
215858,1013566
1013566,6004057
6004057,6004045
101532,6004059
6004059,6004058
215777,6004060
6004060,6004058
215786,6004061
215788,6004061
6004061,6004058
101532,1004238
215777,1004238
215786,1004238
215788,1004238
101530,1004238
101531,1004238
215778,1004238
215779,1004238
215782,1004238
215783,1004238
215784,1004238
215785,1004238
1004238,6004058
6004058,6004045
100453,1004239
1004239,6004062
6004062,6004045
100944,1004240
6004751,1004240
100945,1004240
100946,1004240
100947,1004240
100948,1004240
100949,1004240
102441,1004240
215790,1004240
215791,1004240
215792,1004240
215794,1004240
215795,1004240
215796,1004240
215797,1004240
215798,1004240
215799,1004240
215801,1004240
215804,1004240
215806,1004240
215807,1004240
215809,1004240
215810,1004240
215811,1004240
215812,1004240
215813,1004240
215814,1004240
215815,1004240
215816,1004240
215817,1004240
215818,1004240
215819,1004240
215820,1004240
215821,1004240
215822,1004240
215823,1004240
215825,1004240
215826,1004240
215827,1004240
215828,1004240
215829,1004240
215830,1004240
215831,1004240
215832,1004240
215833,1004240
215834,1004240
215835,1004240
215836,1004240
215837,1004240
215838,1004240
215839,1004240
215840,1004240
215841,1004240
233649,1004240
1004240,6004063
215842,1004241
1004241,6004063
215843,1004242
1004242,6004063
215844,1004243
215845,1004243
215846,1004243
1004243,6004063
6004063,6004045
100611,1004245
100612,1004245
1004245,6004064
215850,1004246
1004246,6004064
215851,1004247
215852,1004247
215853,1004247
1004247,6004064
215854,1004248
1004248,6004064
101222,1004249
101223,1004249
1004249,6004064
6004064,6004045
215864,1004255
1004255,6004065
101925,1004256
215866,1004256
1004256,6004065
215867,1004257
1004257,6004065
101409,1004258
1004258,6004065
100156,1004259
215869,1004259
1004259,6004065
6004065,6004045
6004045,2001249
215683,1004200
1004200,2001249
101753,1004201
101754,1004201
215684,1004201
1004201,2001249
215687,1004202
215688,1004202
1004202,2001249
101978,1004203
215690,1004203
215691,1004203
215692,1004203
215693,1004203
215694,1004203
215695,1004203
215696,1004203
215697,1004203
215698,1004203
1004203,2001249
100562,1004204
215700,1004204
1004204,2001249
100909,1004205
215701,1004205
215703,1004205
215704,1004205
215705,1004205
215706,1004205
1004205,2001249
100723,1004206
1004206,2001249
215708,1004207
1004207,2001249
215776,1004237
1004237,2001249
215769,1004234
215770,1004234
1004234,2001249
215709,1004208
215710,1004208
215711,1004208
215712,1004208
215713,1004208
1004208,2001249
215714,1004209
1004209,2001249
215715,1004210
215716,1004210
1004210,2001249
215717,1004211
1004211,2001249
215718,1004212
1004212,2001249
215761,1004230
1004230,2001249
215719,1004213
215720,1004213
1004213,2001249
215721,1004214
1004214,2001249
215722,1004215
215723,1004215
215724,1004215
215725,1004215
215726,1004215
215727,1004215
1004215,2001249
100881,1004216
215728,1004216
1004216,2001249
215730,1004217
215731,1004217
215732,1004217
215733,1004217
215734,1004217
215735,1004217
1004217,2001249
215736,1004218
1004218,2001249
215737,1004219
1004219,2001249
215738,1004220
1004220,2001249
215744,1004221
215739,1004221
215740,1004221
215741,1004221
215742,1004221
215743,1004221
1004221,2001249
100966,1004222
1004222,2001249
215746,1004223
1004223,2001249
100699,1004224
215748,1004224
215749,1004224
215750,1004224
1004224,2001249
215730,1009923
215732,1009923
215733,1009923
215734,1009923
215735,1009923
1009923,2001249
215751,1004225
215752,1004225
215753,1004225
1004225,2001249
215767,1004233
215768,1004233
1004233,2001249
101508,1004229
1004229,2001249
215762,1004231
215763,1004231
215764,1004231
215765,1004231
1004231,2001249
215766,1004232
1004232,2001249
215754,1004226
1004226,2001249
6002718,1004227
101081,1004227
101082,1004227
215755,1004227
215756,1004227
1004227,2001249
215759,1004228
1004228,2001249
215847,1004244
1004244,2001249
215771,1004235
215772,1004235
215773,1004235
1004235,2001249
215774,1004236
215775,1004236
1004236,2001249
101261,1004260
1004260,2001249
215859,1004252
1004252,2001249
215860,1004253
215861,1004253
1004253,2001249
101091,1004254
215862,1004254
1004254,2001249
215857,1013566
215858,1013566
1013566,2001249
101532,1004238
215777,1004238
215786,1004238
215788,1004238
101530,1004238
101531,1004238
215778,1004238
215779,1004238
215782,1004238
215783,1004238
215784,1004238
215785,1004238
1004238,2001249
100453,1004239
1004239,2001249
100944,1004240
6004751,1004240
100945,1004240
100946,1004240
100947,1004240
100948,1004240
100949,1004240
102441,1004240
215790,1004240
215791,1004240
215792,1004240
215794,1004240
215795,1004240
215796,1004240
215797,1004240
215798,1004240
215799,1004240
215801,1004240
215804,1004240
215806,1004240
215807,1004240
215809,1004240
215810,1004240
215811,1004240
215812,1004240
215813,1004240
215814,1004240
215815,1004240
215816,1004240
215817,1004240
215818,1004240
215819,1004240
215820,1004240
215821,1004240
215822,1004240
215823,1004240
215825,1004240
215826,1004240
215827,1004240
215828,1004240
215829,1004240
215830,1004240
215831,1004240
215832,1004240
215833,1004240
215834,1004240
215835,1004240
215836,1004240
215837,1004240
215838,1004240
215839,1004240
215840,1004240
215841,1004240
233649,1004240
1004240,2001249
215842,1004241
1004241,2001249
215843,1004242
1004242,2001249
215844,1004243
215845,1004243
215846,1004243
1004243,2001249
100611,1004245
100612,1004245
1004245,2001249
215850,1004246
1004246,2001249
215851,1004247
215852,1004247
215853,1004247
1004247,2001249
215854,1004248
1004248,2001249
101222,1004249
101223,1004249
1004249,2001249
215864,1004255
1004255,2001249
101925,1004256
215866,1004256
1004256,2001249
215867,1004257
1004257,2001249
101409,1004258
1004258,2001249
100156,1004259
215869,1004259
1004259,2001249
215541,1004126
215542,1004126
1004126,6004076
6004076,2001249
215541,1004126
215542,1004126
1004126,2001249
215578,1004144
1004144,6004078
6004078,6004077
215559,1004133
1004133,6004079
215561,1004135
215562,1004135
1004135,6004079
101496,1004136
1004136,6004079
6004079,6004077
215580,1004146
1004146,6004080
6004080,6004077
215564,1004137
1004137,6004081
215565,1004138
215566,1004138
1004138,6004081
215567,1004139
1004139,6004081
101127,1004140
1004140,6004081
6004081,6004077
215582,1004148
1004148,6004082
6004082,6004077
215569,1004141
1004141,6004083
215570,1004142
215571,1004142
215572,1004142
215573,1004142
215574,1004142
1004142,6004083
215575,1004143
215576,1004143
215577,1004143
1004143,6004083
215579,1004145
1004145,6004083
215629,1004183
1004183,6004083
6004083,6004077
215543,6002721
6002721,1004127
215543,1004127
215544,6002722
6002722,1004127
215544,1004127
1004127,6004084
101210,1004129
1004129,6004084
6004084,6004077
215545,1004128
215546,1004128
1004128,6004085
6004085,6004077
6002720,6002719
6002719,6004086
215548,1004130
215558,1004130
215549,1004130
215550,1004130
215551,1004130
215552,1004130
215553,1004130
215554,1004130
215555,1004130
215556,1004130
1004130,6004086
215557,1004131
1004131,6004086
6004086,6004077
215581,1004147
1004147,6004087
6004087,6004077
215613,1004169
1004169,6004088
6004088,6004077
215595,1004155
215596,1004155
1004155,6004089
215597,1004156
1004156,6004089
215598,1004157
1004157,6004089
215599,1004158
1004158,6004089
100230,1004159
215600,1004159
1004159,6004089
215602,1004160
1004160,6004089
215603,1004161
215604,1004161
1004161,6004089
215605,1004162
1004162,6004089
100978,1004163
1004163,6004089
215607,1004164
236323,1004164
1004164,6004089
215609,1004165
1004165,6004089
215610,1004166
1004166,6004089
215611,1004167
1004167,6004089
215612,1004168
1004168,6004089
6004089,6004077
215583,1004149
1004149,6004090
215584,1004150
1004150,6004090
101249,1004151
215585,1004151
215586,1004151
215588,1004151
1004151,6004090
215589,1004152
215590,1004152
1004152,6004090
215591,1004153
215592,1004153
215593,1004153
1004153,6004090
215594,1004154
1004154,6004090
6004090,6004077
215622,1004176
1004176,6004091
215623,1004177
1004177,6004091
215624,1004178
1004178,6004091
215625,1004179
1004179,6004091
215626,1004180
1004180,6004091
6004091,6004077
100876,1004181
1004181,6004092
215628,1004182
1004182,6004092
6004092,6004077
215560,1004134
1004134,6004093
6004093,6004077
215620,1004174
1004174,6004094
215621,1004175
1004175,6004094
6004094,6004077
215614,1004170
215615,1004170
1004170,6004095
6004095,6004077
215616,1004171
215617,1004171
1004171,6004096
215618,1004172
1004172,6004096
6004096,6004077
215619,1004173
1004173,6004097
6004097,6004077
215630,1004184
1004184,6004098
6004098,6004077
6004077,2001249
215578,1004144
1004144,2001249
215559,1004133
1004133,2001249
215561,1004135
215562,1004135
1004135,2001249
101496,1004136
1004136,2001249
215580,1004146
1004146,2001249
215564,1004137
1004137,2001249
215565,1004138
215566,1004138
1004138,2001249
215567,1004139
1004139,2001249
101127,1004140
1004140,2001249
215582,1004148
1004148,2001249
215569,1004141
1004141,2001249
215570,1004142
215571,1004142
215572,1004142
215573,1004142
215574,1004142
1004142,2001249
215575,1004143
215576,1004143
215577,1004143
1004143,2001249
215579,1004145
1004145,2001249
215629,1004183
1004183,2001249
215543,6002721
6002721,1004127
215543,1004127
215544,6002722
6002722,1004127
215544,1004127
1004127,2001249
101210,1004129
1004129,2001249
215545,1004128
215546,1004128
1004128,2001249
6002720,6002719
6002719,2001249
215548,1004130
215558,1004130
215549,1004130
215550,1004130
215551,1004130
215552,1004130
215553,1004130
215554,1004130
215555,1004130
215556,1004130
1004130,2001249
215557,1004131
1004131,2001249
215581,1004147
1004147,2001249
215613,1004169
1004169,2001249
215595,1004155
215596,1004155
1004155,2001249
215597,1004156
1004156,2001249
215598,1004157
1004157,2001249
215599,1004158
1004158,2001249
100230,1004159
215600,1004159
1004159,2001249
215602,1004160
1004160,2001249
215603,1004161
215604,1004161
1004161,2001249
215605,1004162
1004162,2001249
100978,1004163
1004163,2001249
215607,1004164
236323,1004164
1004164,2001249
215609,1004165
1004165,2001249
215610,1004166
1004166,2001249
215611,1004167
1004167,2001249
215612,1004168
1004168,2001249
215583,1004149
1004149,2001249
215584,1004150
1004150,2001249
101249,1004151
215585,1004151
215586,1004151
215588,1004151
1004151,2001249
215589,1004152
215590,1004152
1004152,2001249
215591,1004153
215592,1004153
215593,1004153
1004153,2001249
215594,1004154
1004154,2001249
215622,1004176
1004176,2001249
215623,1004177
1004177,2001249
215624,1004178
1004178,2001249
215625,1004179
1004179,2001249
215626,1004180
1004180,2001249
100876,1004181
1004181,2001249
215628,1004182
1004182,2001249
215560,1004134
1004134,2001249
215620,1004174
1004174,2001249
215621,1004175
1004175,2001249
215614,1004170
215615,1004170
1004170,2001249
215616,1004171
215617,1004171
1004171,2001249
215618,1004172
1004172,2001249
215619,1004173
1004173,2001249
215630,1004184
1004184,2001249
6004069,6004068
6004068,6004067
101653,1004185
1004185,6004067
6004067,6004066
215632,1004186
1004186,6004070
6004070,6004066
215633,1004187
1004187,6004071
232937,1008611
1008611,6004071
6004071,6004066
215634,1004188
1004188,6004072
215635,1004189
1004189,6004072
6004072,6004066
