"AlertStatusId","Author","CategoryId","ChangeStatusId","CommonName","CreatedBy","CreatedDate","Guid","Id","IsGraded","IsInRevision","IsPublished","IsValid","ModifiedBy","ModifiedDate","ScientificName","SortOrder","ValidFromDate","ValidToDate"
0,"(Goeze, 1781)",17,0,"gulgrå lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:101749",101749,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula marginepunctata",36814,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Scopoli, 1763)",17,0,"prydlig lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:101750",101750,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula ornata",36815,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Denis & Schiffermüller, 1775)",17,0,"snedstreckad lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:101751",101751,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula virgulata",36816,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Linnaeus, 1758)",17,0,"gråbandad lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:215650",215650,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula immorata",36817,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Kretschmar, 1862)",17,0,NA,1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:215651",215651,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula corrivalaria",36818,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Hufnagel, 1767)",17,0,"svartpunkterad lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:215652",215652,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula nigropunctata",36819,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Denis & Schiffermüller, 1775)",17,0,"blåfläckad lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:215655",215655,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula decorata",36820,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Hufnagel, 1767)",17,0,"rödlätt lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:215656",215656,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula rubiginata",36821,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Linnaeus, 1758)",17,0,"ljusgrå lövmätare",1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:215658",215658,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula incanata",36822,1763-02-08 00:00:00,2447-08-01 00:00:00
0,"(Hübner, 1799)",17,0,NA,1,2004-03-19 00:00:00,"urn:lsid:dyntaxa.se:Taxon:215659",215659,FALSE,TRUE,TRUE,TRUE,1,2004-03-19 00:00:00,"Scopula imitaria",36823,1763-02-08 00:00:00,2447-08-01 00:00:00
